epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,1.2033616679772574,1.1016062787157261,0.8266533066132264,0.6853765552491893
2,0.9302125922068248,0.9611351879421838,0.8597194388777555,0.7205963776426213
3,0.7633176113980835,0.9119733496753868,0.8647294589178357,0.7541132425607275
