epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,1.0126666838258815,0.7239629891598391,0.7925851703406813,0.7136671048581228
2,0.5618558598833856,0.9622972936701694,0.7925851703406813,0.7211096075929481
3,0.297288941765267,1.0505343315015194,0.812625250501002,0.7485352166489834
